Match ID,Name,R_odds,B_odds,R_ev,B_ev,date,location,country,Winner,title_bout,weight_class,gender,no_of_rounds,B_current_lose_streak,B_current_win_streak,B_draw,B_avg_SIG_STR_landed,B_avg_SIG_STR_pct,B_avg_SUB_ATT,B_avg_TD_landed,B_avg_TD_pct,B_longest_win_streak,B_losses,B_total_rounds_fought,B_total_title_bouts,B_win_by_Decision_Majority,B_win_by_Decision_Split,B_win_by_Decision_Unanimous,B_win_by_KO/TKO,B_win_by_Submission,B_win_by_TKO_Doctor_Stoppage,B_wins,B_Stance,B_Height_cms,B_Reach_cms,B_Weight_lbs,R_current_lose_streak,R_current_win_streak,R_draw,R_avg_SIG_STR_landed,R_avg_SIG_STR_pct,R_avg_SUB_ATT,R_avg_TD_landed,R_avg_TD_pct,R_longest_win_streak,R_losses,R_total_rounds_fought,R_total_title_bouts,R_win_by_Decision_Majority,R_win_by_Decision_Split,R_win_by_Decision_Unanimous,R_win_by_KO/TKO,R_win_by_Submission,R_win_by_TKO_Doctor_Stoppage,R_wins,R_Stance,R_Height_cms,R_Reach_cms,R_Weight_lbs,R_age,B_age,lose_streak_dif,win_streak_dif,longest_win_streak_dif,win_dif,loss_dif,total_round_dif,total_title_bout_dif,ko_dif,sub_dif,height_dif,reach_dif,age_dif,sig_str_dif,avg_sub_att_dif,avg_td_dif,empty_arena,constant_1,B_match_weightclass_rank,R_match_weightclass_rank,R_Women's Flyweight_rank,R_Women's Featherweight_rank,R_Women's Strawweight_rank,R_Women's Bantamweight_rank,R_Heavyweight_rank,R_Light Heavyweight_rank,R_Middleweight_rank,R_Welterweight_rank,R_Lightweight_rank,R_Featherweight_rank,R_Bantamweight_rank,R_Flyweight_rank,R_Pound-for-Pound_rank,B_Women's Flyweight_rank,B_Women's Featherweight_rank,B_Women's Strawweight_rank,B_Women's Bantamweight_rank,B_Heavyweight_rank,B_Light Heavyweight_rank,B_Middleweight_rank,B_Welterweight_rank,B_Lightweight_rank,B_Featherweight_rank,B_Bantamweight_rank,B_Flyweight_rank,B_Pound-for-Pound_rank,better_rank,finish,finish_details,finish_round,finish_round_time,total_fight_time_secs,R_kd_bout,B_kd_bout,R_sig_str_landed_bout,B_sig_str_landed_bout,R_sig_str_attempted_bout,B_sig_str_attempted_bout,R_sig_str_pct_bout,B_sig_str_pct_bout,R_tot_str_landed_bout,B_tot_str_landed_bout,R_tot_str_attempted_bout,B_tot_str_attempted_bout,R_td_landed_bout,B_td_landed_bout,R_td_attempted_bout,B_td_attempted_bout,R_td_pct_bout,B_td_pct_bout,R_sub_attempts_bout,B_sub_attempts_bout,R_pass_bout,B_pass_bout,R_rev_bout,B_rev_bout
2846,Charles Rosa,-125,115,80.0,115.0,1/18/2015,"Boston, Massachusetts, USA", USA,Red,False,Featherweight,MALE,3,2,0,0,21.5,0.615,0.0,0.0,0.0,0,2,5,0,0,0,0,0,0,0,0,Orthodox,175.26,177.8,145,1,0,0,22.0,0.24,1.0,2.0,0.5,0,1,3,0,0,0,0,0,0,0,0,Switch,175.26,175.26,145,28,25,-1,0,0,0,-1,2,0,0,0,0.0,2.54,3,-0.5,-1.0,-2.0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,SUB,D'Arce Choke,3.0,4:43,883.0,0.0,0.0,37.0,69.0,102.0,109.0,0.36,0.63,37.0,72.0,103.0,112.0,5.0,3.0,8.0,7.0,0.62,0.42,4.0,0.0,10.0,0.0,0.0,0.0
2847,Sean O'Connell,215,-235,215.0,42.55319149,1/18/2015,"Boston, Massachusetts, USA", USA,Blue,False,Light Heavyweight,MALE,3,2,0,0,62.0,0.535,1.0,0.0,0.0,0,2,4,0,0,0,0,0,0,0,0,Orthodox,185.42,187.96,205,1,0,0,2.0,0.2,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0,0,0,Orthodox,195.58,193.04,205,28,31,-1,0,0,0,-1,3,-1,0,0,-10.16,-5.08,-3,60.0,1.0,0.0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Punches,3.0,2:11,731.0,0.0,1.0,100.0,66.0,212.0,141.0,0.47,0.46,115.0,109.0,227.0,187.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2848,Joby Sanchez,210,-230,210.0,43.47826087,1/18/2015,"Boston, Massachusetts, USA", USA,Blue,False,Flyweight,MALE,3,1,0,0,20.0,0.23,0.0,0.0,0.0,0,1,3,0,0,0,0,0,0,0,0,Orthodox,167.64,172.72,135,1,0,0,41.0,0.36,0.0,0.0,0.0,0,1,3,0,0,0,0,0,0,0,0,Orthodox,170.18,165.1,125,28,23,0,0,0,0,0,0,0,0,0,-2.54,7.62,5,-21.0,0.0,0.0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,S-DEC,,3.0,5:00,900.0,0.0,1.0,55.0,58.0,167.0,211.0,0.32,0.27,62.0,67.0,177.0,222.0,0.0,2.0,1.0,2.0,0.0,1.0,0.0,1.0,0.0,4.0,0.0,0.0
2849,Jon Jones,-192,177,52.08333333,177.0,1/3/2015,"Las Vegas, Nevada, USA", USA,Red,True,Light Heavyweight,MALE,5,0,4,0,50.25,0.5525,0.5,1.5,0.4,4,0,10,0,0,0,2,1,1,0,4,Orthodox,180.34,182.88,235,0,11,0,54.93333333,0.572666667,0.666666667,2.0,0.612,11,1,42,8,0,0,5,4,5,0,14,Orthodox,193.04,213.36,205,27,35,0,-7,-7,-10,1,-32,-8,-3,-4,-12.7,-30.48,-8,-4.68333333,-0.166666667,-0.5,0,1,2,0,,,,,,0.0,,,,,,,1.0,,,,,,2.0,,,,,,,14.0,Red,U-DEC,,5.0,5:00,1500.0,,,,,,,,,,,,,,,,,,,,,,,,
2850,Donald Cerrone,-125,115,80.0,115.0,1/3/2015,"Las Vegas, Nevada, USA", USA,Red,False,Lightweight,MALE,3,0,6,0,25.16666667,0.335,0.333333333,2.0,0.526666667,6,0,13,0,0,1,2,2,1,0,6,Orthodox,177.8,185.42,145,0,5,0,43.66666667,0.47866666700000005,0.333333333,0.7333333329999999,0.276666667,5,3,30,0,0,0,4,4,4,0,12,Orthodox,185.42,185.42,155,31,26,0,1,1,-6,3,-17,0,-2,-3,-7.62,0.0,5,-18.5,0.0,1.266666667,0,1,8,4,,,,,,,,,4.0,,,,,,,,,,,,,8.0,,,,,Red,U-DEC,,3.0,5:00,900.0,,,,,,,,,,,,,,,,,,,,,,,,
2851,Brad Tavares,-130,120,76.92307692,120.0,1/3/2015,"Las Vegas, Nevada, USA", USA,Red,False,Middleweight,MALE,3,0,1,0,24.64705882,0.527647059,0.8235294120000001,1.705882353,0.526470588,4,6,35,1,0,0,4,4,3,0,11,Orthodox,182.88,187.96,185,2,0,0,41.1,0.426,0.0,1.3,0.204,5,3,27,0,0,1,5,1,0,0,7,Orthodox,185.42,187.96,185,27,35,2,1,-1,4,-3,8,1,3,3,-2.54,0.0,-8,-16.45294118,0.8235294120000001,0.405882353,0,1,,15,,,,,,,15.0,,,,,,,,,,,,,,,,,,,,Red,U-DEC,,3.0,5:00,900.0,,,,,,,,,,,,,,,,,,,,,,,,
2852,Kyoji Horiguchi,-525,450,19.04761905,450.0,1/3/2015,"Las Vegas, Nevada, USA", USA,Red,False,Flyweight,MALE,3,2,0,0,25.25,0.385,0.5,0.5,0.25,1,3,9,0,0,0,0,0,1,0,1,Orthodox,160.02,160.02,125,0,3,0,42.0,0.586666667,0.0,1.0,0.443333333,3,0,6,0,0,0,1,2,0,0,3,Orthodox,165.1,167.64,125,24,30,-2,-3,-2,-2,-3,3,0,-2,1,-5.08,-7.62,-6,-16.75,0.5,-0.5,0,1,,11,,,,,,,,,,,,11.0,,,,,,,,,,,,,,,Red,U-DEC,,3.0,5:00,900.0,,,,,,,,,,,,,,,,,,,,,,,,
2853,Paul Felder,-255,235,39.21568627,235.0,1/3/2015,"Las Vegas, Nevada, USA", USA,Blue,False,Lightweight,MALE,3,0,1,0,51.0,0.6,0.0,1.0,1.0,1,0,3,0,0,1,0,0,0,0,1,Orthodox,180.34,177.8,155,1,0,0,32.54545455,0.5,0.272727273,2.636363636,0.374545455,3,4,29,0,0,1,4,2,0,0,7,Orthodox,175.26,180.34,155,35,30,1,1,-2,-6,4,-26,0,-2,0,5.08,-2.54,5,18.45454545,-0.272727273,-1.636363636,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Spinning Back Fist,2.0,2:09,429.0,,,,,,,,,,,,,,,,,,,,,,,,
2854,Cody Garbrandt,100,-110,100.0,90.90909091,1/3/2015,"Las Vegas, Nevada, USA", USA,Blue,False,Bantamweight,MALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,172.72,165.1,135,0,1,0,44.5,0.32666666699999997,0.0,0.5,0.333333333,3,2,14,0,0,1,2,1,0,0,4,Southpaw,162.56,180.34,135,29,23,0,-1,-3,-4,2,-14,0,-1,0,10.16,-15.24,6,-44.5,0.0,-0.5,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Punches,3.0,4:50,890.0,,,,,,,,,,,,,,,,,,,,,,,,
2855,Shawn Jordan,-185,170,54.05405405,170.0,1/3/2015,"Las Vegas, Nevada, USA", USA,Red,False,Heavyweight,MALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Switch,180.34,195.58,185,0,1,0,25.71428571,0.478571429,0.0,0.7142857140000001,0.25,2,3,13,0,0,0,0,4,0,0,4,Southpaw,182.88,190.5,260,30,30,0,-1,-2,-4,3,-13,0,-4,0,-2.54,5.08,0,-25.71428571,0.0,-0.7142857140000001,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Punch,1.0,2:57,177.0,,,,,,,,,,,,,,,,,,,,,,,,
2856,Evan Dunham,-705,570,14.18439716,570.0,1/3/2015,"Las Vegas, Nevada, USA", USA,Red,False,Lightweight,MALE,3,2,0,0,49.83333333,0.39333333299999995,0.333333333,0.5,0.213333333,2,3,16,0,0,1,1,0,1,0,3,Orthodox,170.18,180.34,155,3,0,0,54.69230769,0.37307692299999995,0.923076923,1.230769231,0.323076923,4,6,31,0,0,3,1,1,1,1,7,Southpaw,177.8,177.8,155,33,34,1,0,-2,-4,3,-15,0,-2,0,-7.62,2.54,-1,-4.85897436,-0.58974359,-0.7307692309999999,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3.0,5:00,900.0,,,,,,,,,,,,,,,,,,,,,,,,
2857,Omari Akhmedov,-200,185,50.0,185.0,1/3/2015,"Las Vegas, Nevada, USA", USA,Red,False,Welterweight,MALE,3,1,0,0,25.0,0.44,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,Orthodox,185.42,187.96,170,1,0,0,10.0,0.535,0.5,0.5,0.1,1,1,2,0,0,0,0,1,0,0,1,Orthodox,182.88,185.42,185,27,31,0,0,-1,-1,0,-1,0,-1,0,2.54,2.54,-4,15.0,-0.5,-0.5,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3.0,5:00,900.0,,,,,,,,,,,,,,,,,,,,,,,,
2858,Marion Reneau,-220,200,45.45454545,200.0,1/3/2015,"Las Vegas, Nevada, USA", USA,Blue,False,Women's Bantamweight,FEMALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,167.64,172.72,135,1,0,0,12.0,0.42,0.0,3.0,1.0,0,1,3,0,0,0,0,0,0,0,0,Orthodox,175.26,172.72,135,24,37,1,0,0,0,1,-3,0,0,0,-7.62,0.0,-13,-12.0,0.0,-3.0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3.0,5:00,900.0,,,,,,,,,,,,,,,,,,,,,,,,
2859,Lyoto Machida,-860,675,11.62790698,675.0,12/20/2014,"Barueri, Sao Paulo, Brazil", Brazil,Red,False,Middleweight,MALE,5,0,2,0,21.64285714,0.472857143,0.642857143,2.0714285709999998,0.48214285700000004,3,5,27,1,0,1,4,2,2,0,9,Orthodox,187.96,193.04,185,1,0,0,32.44444444,0.533888889,0.444444444,0.7777777779999999,0.34166666700000003,8,5,49,5,0,1,6,5,1,0,13,Southpaw,185.42,187.96,185,36,31,1,2,-5,-4,0,-22,-4,-3,1,2.54,5.08,5,-10.801587300000001,0.198412699,1.293650793,0,1,10,4,,,,,,,4.0,,,,,,,,,,,,,10.0,,,,,,,Red,KO/TKO,Kick,1.0,1:02,62.0,1.0,0.0,12.0,0.0,19.0,2.0,0.63,0.0,12.0,0.0,19.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2860,Renan Barao,-1000,800,10.0,800.0,12/20/2014,"Barueri, Sao Paulo, Brazil", Brazil,Red,False,Bantamweight,MALE,3,0,4,0,22.2,0.418,1.6,1.0,0.37200000000000005,4,1,9,0,0,0,1,0,3,0,4,Southpaw,165.1,165.1,135,1,0,0,52.125,0.38125,0.25,1.25,0.15625,7,1,24,5,0,0,3,2,2,0,7,Orthodox,167.64,177.8,135,27,30,1,4,-3,-3,0,-15,-5,-2,1,-2.54,-12.7,-3,-29.925,1.35,-0.25,0,1,14,1,,,,,,,,,,,1.0,,10.0,,,,,,,,,,,14.0,,,Red,SUB,Arm Triangle,3.0,3:53,833.0,1.0,0.0,59.0,58.0,138.0,111.0,0.42,0.52,64.0,66.0,143.0,119.0,2.0,0.0,4.0,7.0,0.5,0.0,1.0,0.0,1.0,0.0,0.0,0.0
2861,Patrick Cummins,135,-145,135.0,68.96551724,12/20/2014,"Barueri, Sao Paulo, Brazil", Brazil,Blue,False,Light Heavyweight,MALE,3,0,2,0,37.66666667,0.5,0.333333333,4.333333333,0.39333333299999995,2,1,6,0,0,0,1,1,0,0,2,Orthodox,187.96,193.04,205,0,1,0,19.0,0.27,1.0,5.0,0.83,1,0,3,1,0,0,1,0,0,0,1,Orthodox,187.96,200.66,185,24,34,0,1,1,1,-1,3,-1,1,0,0.0,-7.62,-10,18.66666667,-0.666666667,-0.666666667,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3.0,5:00,900.0,0.0,0.0,12.0,62.0,29.0,94.0,0.41,0.65,14.0,122.0,32.0,162.0,1.0,4.0,2.0,8.0,0.5,0.5,1.0,0.0,1.0,6.0,0.0,0.0
2862,Rashid Magomedov,115,-125,115.0,80.0,12/20/2014,"Barueri, Sao Paulo, Brazil", Brazil,Blue,False,Lightweight,MALE,3,0,2,0,54.5,0.51,0.5,0.0,0.0,2,0,6,0,0,0,2,0,0,0,2,Orthodox,175.26,177.8,155,0,3,0,65.0,0.5166666670000001,0.333333333,2.0,0.833333333,3,0,9,0,0,0,2,0,1,0,3,Orthodox,180.34,185.42,155,28,30,0,-1,-1,-1,0,-3,0,0,-1,-5.08,-7.62,-2,-10.5,0.166666667,-2.0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Punches,3.0,4:57,897.0,0.0,2.0,56.0,91.0,118.0,161.0,0.47,0.56,57.0,102.0,119.0,172.0,0.0,1.0,0.0,2.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0
2863,Erick Silva,-400,325,25.0,325.0,12/20/2014,"Barueri, Sao Paulo, Brazil", Brazil,Red,False,Welterweight,MALE,3,2,0,0,49.0,0.4,0.5,1.0,0.25,0,2,6,0,0,0,0,0,0,0,0,Orthodox,185.42,187.96,170,1,0,0,14.0,0.555,0.75,0.25,0.0825,1,4,13,0,0,0,0,2,2,0,4,Orthodox,182.88,187.96,170,30,25,-1,0,-1,-4,2,-7,0,-2,-2,2.54,0.0,5,35.0,-0.25,0.75,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,SUB,Arm Triangle,1.0,1:15,75.0,0.0,0.0,2.0,2.0,2.0,3.0,1.0,0.66,4.0,3.0,4.0,4.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
2864,Daniel Sarafian,-155,145,64.51612903,145.0,12/20/2014,"Barueri, Sao Paulo, Brazil", Brazil,Red,False,Middleweight,MALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,177.8,182.88,185,2,0,0,17.5,0.62,0.5,0.25,0.25,1,3,8,0,0,0,0,0,1,0,1,Orthodox,175.26,185.42,185,32,26,2,0,-1,-1,3,-8,0,0,-1,2.54,-2.54,6,-17.5,-0.5,-0.25,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,,2.0,1:01,361.0,0.0,1.0,24.0,37.0,46.0,73.0,0.52,0.5,24.0,39.0,46.0,75.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2865,Marcos Rogerio de Lima,-450,400,22.22222222,400.0,12/20/2014,"Barueri, Sao Paulo, Brazil", Brazil,Red,False,Light Heavyweight,MALE,3,4,0,0,21.27272727,0.484545455,0.181818182,0.636363636,0.21909090899999997,3,7,24,0,0,0,1,2,1,0,4,Orthodox,182.88,193.04,205,0,1,0,7.0,0.7,0.0,0.0,0.0,1,0,1,0,0,0,0,1,0,0,1,Orthodox,185.42,190.5,253,29,35,-4,-1,2,3,-7,23,0,1,1,-2.54,2.54,-6,14.27272727,0.181818182,0.636363636,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Punches,1.0,1:59,119.0,1.0,0.0,18.0,3.0,21.0,6.0,0.85,0.5,33.0,4.0,37.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2866,Renato Moicano,120,-130,120.0,76.92307692,12/20/2014,"Barueri, Sao Paulo, Brazil", Brazil,Blue,False,Featherweight,MALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,180.34,182.88,145,2,0,0,8.333333332999999,0.5,0.333333333,2.0,0.313333333,1,2,5,0,0,1,0,0,0,0,1,Orthodox,175.26,175.26,145,32,25,2,0,-1,-1,2,-5,0,0,0,5.08,7.62,7,-8.333333332999999,-0.333333333,-2.0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,SUB,Rear Naked Choke,2.0,3:30,510.0,0.0,0.0,33.0,48.0,64.0,111.0,0.51,0.43,33.0,50.0,64.0,113.0,0.0,1.0,0.0,2.0,0.0,0.5,0.0,1.0,0.0,3.0,0.0,0.0
2867,Hacran Dias,210,-230,210.0,43.47826087,12/20/2014,"Barueri, Sao Paulo, Brazil", Brazil,Blue,False,Featherweight,MALE,3,2,0,0,30.0,0.433333333,0.333333333,2.666666667,0.41,1,2,9,0,0,0,1,0,0,0,1,Orthodox,172.72,175.26,155,0,1,0,28.81818182,0.253636364,1.2727272729999999,1.2727272729999999,0.308181818,5,3,25,0,0,1,5,2,0,0,8,Orthodox,177.8,180.34,145,30,30,-2,-1,-4,-7,1,-16,0,-2,0,-5.08,-5.08,0,1.18181818,-0.93939394,1.393939394,0,1,,13,,,,,,,,,,13.0,,,,,,,,,,,,,,,,,Red,U-DEC,,3.0,5:00,900.0,0.0,0.0,37.0,30.0,97.0,52.0,0.38,0.57,77.0,65.0,140.0,93.0,1.0,5.0,6.0,6.0,0.16,0.83,1.0,0.0,4.0,6.0,0.0,0.0
2868,Leandro Issa,420,-475,420.0,21.05263158,12/20/2014,"Barueri, Sao Paulo, Brazil", Brazil,Red,False,Bantamweight,MALE,3,0,1,0,5.0,0.62,1.0,0.0,0.0,1,0,1,0,0,0,0,0,1,0,1,Southpaw,177.8,180.34,125,0,1,0,30.5,0.31,2.0,2.0,0.225,1,1,5,0,0,0,0,0,1,0,1,Orthodox,170.18,175.26,135,31,25,0,0,0,0,1,-4,0,0,0,7.62,5.08,6,-25.5,-1.0,-2.0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2869,Tim Means,160,-170,160.0,58.82352941,12/20/2014,"Barueri, Sao Paulo, Brazil", Brazil,Blue,False,Welterweight,MALE,3,0,1,0,50.83333333,0.443333333,0.166666667,0.666666667,0.166666667,2,3,16,0,0,0,2,1,0,0,3,Orthodox,187.96,190.5,170,1,0,0,8.0,0.38,0.0,0.0,0.0,0,1,3,1,0,0,0,0,0,0,0,Southpaw,182.88,190.5,185,25,30,1,1,2,3,-2,13,-1,1,0,5.08,0.0,-5,42.83333333,0.166666667,0.666666667,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,S-DEC,,3.0,5:00,900.0,0.0,0.0,36.0,43.0,80.0,68.0,0.45,0.63,60.0,53.0,109.0,79.0,1.0,1.0,4.0,2.0,0.25,0.5,0.0,0.0,0.0,0.0,0.0,0.0
2870,Vitor Miranda,165,-175,165.0,57.14285714,12/20/2014,"Barueri, Sao Paulo, Brazil", Brazil,Red,False,Middleweight,MALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,190.5,198.12,205,1,0,0,21.0,0.44,0.0,0.0,0.0,0,1,3,1,0,0,0,0,0,0,0,Orthodox,185.42,195.58,185,35,26,1,0,0,0,1,-3,-1,0,0,5.08,2.54,9,-21.0,0.0,0.0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Kick,1.0,4:59,299.0,0.0,0.0,14.0,15.0,21.0,35.0,0.66,0.42,19.0,22.0,26.0,44.0,0.0,2.0,0.0,3.0,0.0,0.66,0.0,1.0,0.0,3.0,0.0,0.0
2871,Junior Dos Santos,-400,355,25.0,355.0,12/13/2014,"Phoenix, Arizona, USA", USA,Red,False,Heavyweight,MALE,5,0,3,0,47.57142857,0.47571428600000004,0.0,1.285714286,0.43142857100000004,3,1,15,0,0,0,3,3,0,0,6,Orthodox,193.04,203.2,240,1,0,0,48.75,0.520833333,0.083333333,0.333333333,0.208333333,9,2,29,4,0,0,2,8,0,0,10,Orthodox,193.04,195.58,238,30,32,1,3,-6,-4,1,-14,-4,-5,0,0.0,7.62,-2,-1.17857143,-0.083333333,0.9523809529999999,0,1,4,2,,,,,2.0,,,,,,,,,,,,,4.0,,,,,,,,,Red,U-DEC,,5.0,5:00,1500.0,1.0,0.0,123.0,89.0,303.0,193.0,0.4,0.46,140.0,102.0,322.0,206.0,1.0,1.0,1.0,18.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0
2872,Rafael Dos Anjos,-275,250,36.36363636,250.0,12/13/2014,"Phoenix, Arizona, USA", USA,Red,False,Lightweight,MALE,3,0,1,0,42.15789474,0.43105263200000005,1.210526316,0.7894736840000001,0.341052632,5,7,44,2,0,1,1,2,8,0,12,Southpaw,182.88,193.04,170,0,2,0,30.4375,0.395,0.75,1.75,0.301875,5,5,40,0,0,0,6,3,2,0,11,Southpaw,172.72,177.8,170,30,29,0,-1,0,1,-2,4,2,-1,6,10.16,15.24,1,11.72039474,0.460526316,-0.9605263159999999,0,1,14,3,,,,,,,,,3.0,,,,,,,,,,,,,14.0,,,,,Red,U-DEC,,3.0,5:00,900.0,0.0,0.0,77.0,13.0,119.0,104.0,0.64,0.12,129.0,51.0,175.0,145.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0
2873,Alistair Overeem,-200,185,50.0,185.0,12/13/2014,"Phoenix, Arizona, USA", USA,Red,False,Heavyweight,MALE,3,1,0,0,20.23076923,0.429230769,1.4615384619999998,0.23076923100000002,0.23076923100000002,4,4,22,0,1,0,0,4,4,0,9,Orthodox,210.82,213.36,265,1,0,0,38.6,0.78,0.0,0.2,0.2,1,3,9,0,0,0,1,1,0,0,2,Orthodox,193.04,203.2,265,34,26,0,0,3,7,-1,13,0,3,4,17.78,10.16,8,-18.36923077,1.4615384619999998,0.030769231,0,1,15,11,,,,,11.0,,,,,,,,,,,,,15.0,,,,,,,,,Red,KO/TKO,Punch,1.0,4:13,253.0,0.0,0.0,17.0,2.0,25.0,5.0,0.68,0.4,24.0,4.0,32.0,7.0,1.0,0.0,2.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2874,Matt Mitrione,120,-130,120.0,76.92307692,12/13/2014,"Phoenix, Arizona, USA", USA,Blue,False,Heavyweight,MALE,3,0,2,0,24.18181818,0.544545455,0.363636364,0.0,0.0,5,3,18,0,0,0,1,7,0,0,8,Switch,190.5,200.66,265,1,0,0,13.5,0.556111111,0.5555555560000001,1.0555555559999998,0.45833333299999995,4,7,29,1,0,0,0,7,4,0,11,Orthodox,187.96,193.04,242,35,36,1,2,1,-3,4,-11,-1,0,-4,2.54,7.62,-1,10.68181818,-0.191919192,-1.0555555559999998,0,1,14,12,,,,,12.0,,,,,,,,,,,,,14.0,,,,,,,,,Red,KO/TKO,Punch,1.0,1:59,119.0,0.0,1.0,6.0,12.0,12.0,18.0,0.5,0.66,6.0,13.0,12.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2875,Joanna Jedrzejczyk,-280,240,35.71428571,240.0,12/13/2014,"Phoenix, Arizona, USA", USA,Blue,False,Women's Strawweight,FEMALE,3,0,1,0,46.0,0.27,0.0,0.0,0.0,1,0,3,0,0,0,1,0,0,0,1,Orthodox,167.64,165.1,125,0,1,0,70.0,0.42,2.0,5.0,0.83,1,0,3,0,0,0,1,0,0,0,1,Orthodox,162.56,160.02,115,26,27,0,0,0,0,0,0,0,0,0,5.08,5.08,-1,-24.0,-2.0,-5.0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,S-DEC,,3.0,5:00,900.0,0.0,1.0,27.0,38.0,70.0,125.0,0.38,0.3,59.0,47.0,104.0,134.0,7.0,0.0,16.0,0.0,0.43,0.0,1.0,0.0,2.0,0.0,0.0,0.0
2876,John Moraga,-570,480,17.54385965,480.0,12/13/2014,"Phoenix, Arizona, USA", USA,Red,False,Flyweight,MALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,172.72,177.8,125,0,1,0,24.5,0.37,0.833333333,0.5,0.2,2,2,16,1,0,1,0,1,2,0,4,Orthodox,167.64,167.64,125,30,27,0,-1,-2,-4,2,-16,-1,-1,-2,5.08,10.16,3,-24.5,-0.833333333,-0.5,0,1,,5,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,Red,SUB,Rear Naked Choke,3.0,4:06,846.0,0.0,1.0,56.0,22.0,95.0,75.0,0.58,0.29,95.0,29.0,137.0,82.0,1.0,0.0,4.0,0.0,0.25,0.0,1.0,1.0,3.0,1.0,1.0,0.0
2877,Ben Saunders,230,-250,230.0,40.0,12/13/2014,"Phoenix, Arizona, USA", USA,Blue,False,Welterweight,MALE,3,0,1,0,23.875,0.6525,1.125,0.125,0.125,3,3,16,0,0,0,1,2,2,0,5,Orthodox,187.96,195.58,170,1,0,0,13.375,0.41125,0.25,1.0,0.50375,1,4,12,0,0,0,1,1,1,1,4,Southpaw,182.88,177.8,185,32,31,1,1,2,1,1,4,0,0,1,5.08,17.78,1,10.5,0.875,-0.875,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,SUB,Injury,1.0,0:57,57.0,0.0,0.0,2.0,4.0,3.0,7.0,0.66,0.57,2.0,4.0,3.0,7.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
